Name,F,M,Total,Era
Robbert,,254,254,Modern
Robbey,,6,6,Modern
Robbi,1135,253,1388,Modern
Robbie,5641,15390,21031,Modern
Robbin,4955,826,5781,Modern
Robbins,,5,5,Modern
Robby,114,8302,8416,Modern
Robbye,109,,109,Modern
Robbyn,753,,753,Modern
Robecca,146,,146,Modern
Robel,,358,358,Modern
Roben,185,100,285,Modern
Robena,38,,38,Modern
Robenson,,10,10,Modern
Rober,,279,279,Modern
Robere,,5,5,Modern
Roberick,,5,5,Modern
Roberson,,13,13,Modern
Robert,7936,1601727,1609663,Modern
Roberta,31474,215,31689,Modern
Robertanthony,,25,25,Modern
Robertcharles,,5,5,Modern
Roberth,,51,51,Modern
Robertha,30,,30,Modern
Robertina,10,,10,Modern
Robertjames,,32,32,Modern
Robertjohn,,45,45,Modern
Robertjr,,6,6,Modern
Robertlee,,64,64,Modern
Robertmichael,,17,17,Modern
Roberto,554,79508,80062,Modern
Robertocarlos,,25,25,Modern
Roberts,,96,96,Modern
Robertson,,313,313,Modern
Robertt,,10,10,Modern
Robertta,6,,6,Modern
Robet,,481,481,Modern
Robeto,,10,10,Modern
Robette,7,,7,Modern
Robey,,48,48,Modern
Robi,295,105,400,Modern
Robia,20,,20,Modern
Robie,195,606,801,Modern
Robin,184063,21254,205317,Modern
Robina,247,,247,Modern
Robinann,17,,17,Modern
Robine,32,,32,Modern
Robinetta,5,,5,Modern
Robinette,404,,404,Modern
Robinho,,5,5,Modern
Robinique,13,,13,Modern
Robinn,16,,16,Modern
Robins,,5,5,Modern
Robinson,,1611,1611,Modern
Roble,,5,5,Modern
Robley,,25,25,Modern
Roblyn,40,,40,Modern
Robney,,5,5,Modern
Robret,,10,10,Modern
Robrick,,5,5,Modern
Robroy,,12,12,Modern
Robrt,,6,6,Modern
Robson,,71,71,Modern
Robt,,5,5,Modern
Roby,10,954,964,Modern
Robyn,48787,819,49606,Modern
Robyne,469,,469,Modern
Robynn,935,,935,Modern
Robynne,283,,283,Modern
Roc,,93,93,Modern
Rocco,5,9109,9114,Modern
Rocelia,21,,21,Modern
Rocelin,6,,6,Modern
Rocelyn,32,,32,Modern
Roch,,71,71,Modern
Rochan,5,,5,Modern
Rochanda,62,,62,Modern
Rochard,,5,5,Modern
Roche,15,12,27,Modern
Rocheal,15,,15,Modern
Rochel,2161,,2161,Modern
Rochele,455,,455,Modern
Rochell,1341,28,1369,Modern
Rochella,151,,151,Modern
Rochelle,30891,206,31097,Modern
Rochelly,5,,5,Modern
Rochely,6,,6,Modern
Rochester,,50,50,Modern
Rochon,5,5,10,Modern
Rocio,11826,426,12252,Modern
Rock,,1133,1133,Modern
Rocke,,11,11,Modern
Rockeem,,19,19,Modern
Rockell,181,,181,Modern
Rockelle,193,,193,Modern
Rocket,,47,47,Modern
Rockey,,449,449,Modern
Rockford,,299,299,Modern
Rockie,26,446,472,Modern
Rocklan,,5,5,Modern
Rockland,,20,20,Modern
Rocklin,,18,18,Modern
Rocklyn,,6,6,Modern
Rockne,,101,101,Modern
Rockney,,16,16,Modern
Rocko,,43,43,Modern
Rockwell,,321,321,Modern
Rocky,114,15069,15183,Modern
Rocquel,107,,107,Modern
Rocsi,28,,28,Modern
Rod,,4828,4828,Modern
Roda,41,,41,Modern
Rodaisha,5,,5,Modern
Rodarius,,133,133,Modern
Rodd,,611,611,Modern
Roddell,,11,11,Modern
Rodderick,,214,214,Modern
Roddick,,12,12,Modern
Roddie,,87,87,Modern
Roddney,,6,6,Modern
Roddrick,,749,749,Modern
Roddy,,1076,1076,Modern
Rodel,,92,92,Modern
Rodell,,359,359,Modern
Rodella,5,,5,Modern
Rodeny,,18,18,Modern
Roderic,,1305,1305,Modern
Roderica,135,,135,Modern
Roderich,,16,16,Modern
Roderick,252,30747,30999,Modern
Rodericka,25,,25,Modern
Rodericus,,5,5,Modern
Roderiquez,,5,5,Modern
Roderrick,,46,46,Modern
Rodert,,14,14,Modern
Rodessa,6,,6,Modern
Rodger,,6681,6681,Modern
Rodgerick,,105,105,Modern
Rodgers,,72,72,Modern
Rodick,,5,5,Modern
Rodin,,12,12,Modern
Rodina,22,,22,Modern
Rodjanae,16,,16,Modern
Rodley,,5,5,Modern
Rodman,,379,379,Modern
Rodnecia,10,,10,Modern
Rodneisha,174,,174,Modern
Rodneka,11,,11,Modern
Rodner,,31,31,Modern
Rodnesha,225,,225,Modern
Rodneshia,75,,75,Modern
Rodnesia,7,,7,Modern
Rodney,842,139698,140540,Modern
Rodneysha,5,,5,Modern
Rodnie,,26,26,Modern
Rodnika,35,,35,Modern
Rodnisha,69,,69,Modern
Rodny,,54,54,Modern
Rodolfo,83,21967,22050,Modern
Rodolph,,6,6,Modern
Rodolpho,,29,29,Modern
Rodre,,5,5,Modern
Rodrecus,,70,70,Modern
Rodregus,,49,49,Modern
Rodrekus,,11,11,Modern
Rodrianna,10,,10,Modern
Rodric,,376,376,Modern
Rodrica,13,,13,Modern
Rodricas,,5,5,Modern
Rodrick,5,7021,7026,Modern
Rodricka,53,,53,Modern
Rodrickus,,63,63,Modern
Rodrico,,60,60,Modern
Rodricus,,263,263,Modern
Rodrigo,5,16347,16352,Modern
Rodrigue,,26,26,Modern
Rodrigues,,105,105,Modern
Rodriguez,5,852,857,Modern
Rodrigus,,50,50,Modern
Rodrika,6,,6,Modern
Rodrique,,18,18,Modern
Rodriques,,226,226,Modern
Rodriquez,,1346,1346,Modern
Rody,,219,219,Modern
Roe,5,45,50,Modern
Roechelle,11,,11,Modern
Roee,,49,49,Modern
Roel,,3108,3108,Modern
Roemello,,195,195,Modern
Roen,,144,144,Modern
Roena,71,,71,Modern
Roert,,17,17,Modern
Roesha,6,,6,Modern
Roey,,43,43,Modern
Rogan,10,544,554,Modern
Rogel,,10,10,Modern
Rogelio,61,17992,18053,Modern
Rogen,,5,5,Modern
Rogena,94,,94,Modern
Rogene,45,,45,Modern
Rogenia,31,,31,Modern
Roger,624,126604,127228,Modern
Rogerick,,147,147,Modern
Rogerio,,299,299,Modern
Rogers,,1324,1324,Modern
Roget,,5,5,Modern
Roggie,,10,10,Modern
Rogie,,5,5,Modern
Rogina,154,,154,Modern
Rogue,92,87,179,Modern
Roha,13,,13,Modern
Rohaan,,42,42,Modern
Rohail,,75,75,Modern
Rohan,10,5893,5903,Modern
Rohana,7,,7,Modern
Rohanpreet,,9,9,Modern
Rohen,,18,18,Modern
Rohil,,81,81,Modern
Rohin,,194,194,Modern
Rohini,270,,270,Modern
Rohit,,1611,1611,Modern
Rohith,,208,208,Modern
Rohma,5,,5,Modern
Rohman,,5,5,Modern
Rohn,,205,205,Modern
Rohnan,,5,5,Modern
Rohnda,43,,43,Modern
Rohun,,37,37,Modern
Roi,,64,64,Modern
Roiann,10,,10,Modern
Roianne,5,,5,Modern
Roise,10,,10,Modern
Roisin,428,,428,Modern
Roiza,47,,47,Modern
Roizy,158,,158,Modern
Rojean,8,,8,Modern
Rojelio,,1913,1913,Modern
Rokas,,12,12,Modern
Rokaya,12,,12,Modern
Rokeem,,5,5,Modern
Rokeisha,36,,36,Modern
Rokesha,17,,17,Modern
Rokeshia,16,,16,Modern
Rokeya,11,,11,Modern
Rokhaya,67,,67,Modern
Rokia,49,,49,Modern
Rokisha,41,,41,Modern
Rokiya,5,,5,Modern
Rokko,,5,5,Modern
Roksana,20,,20,Modern
Rola,108,,108,Modern
Rolan,,331,331,Modern
Roland,106,23728,23834,Modern
Rolanda,2909,31,2940,Modern
Rolandas,,5,5,Modern
Rolande,5,,5,Modern
Rolando,78,18222,18300,Modern
Roldan,,214,214,Modern
Rolen,,58,58,Modern
Rolena,24,,24,Modern
Rolene,20,,20,Modern
Rolf,,984,984,Modern
Rolfe,,63,63,Modern
Rolin,,72,72,Modern
Rolinda,262,,262,Modern
Roline,6,,6,Modern
Rolisha,18,,18,Modern
Rolla,,30,30,Modern
Rollan,,11,11,Modern
Rolland,,1324,1324,Modern
Rollen,,26,26,Modern
Rollie,,583,583,Modern
Rollin,,1058,1058,Modern
Rollins,,64,64,Modern
Rollo,,42,42,Modern
Rolly,,68,68,Modern
Rollyn,,5,5,Modern
Rolman,,6,6,Modern
Rolonda,484,,484,Modern
Rolondo,,84,84,Modern
Rolston,,5,5,Modern
Rolunda,7,,7,Modern
Roly,,7,7,Modern
Rom,,5,5,Modern
Roma,1282,43,1325,Modern
Romain,,253,253,Modern
Romaine,366,393,759,Modern
Romaisa,5,,5,Modern
Romal,,10,10,Modern
Romaldo,,97,97,Modern
Romale,,27,27,Modern
Romalis,,5,5,Modern
Roman,139,28576,28715,Modern
Romana,642,,642,Modern
Romance,,31,31,Modern
Romanda,106,,106,Modern
Romando,,39,39,Modern
Romane,,21,21,Modern
Romani,,12,12,Modern
Romania,10,,10,Modern
Romanita,30,,30,Modern
Romano,,245,245,Modern
Romar,,157,157,Modern
Romare,,5,5,Modern
Romari,,15,15,Modern
Romario,,741,741,Modern
Romarion,,28,28,Modern
Romaro,,37,37,Modern
Romas,,10,10,Modern
Romayne,26,,26,Modern
Rome,27,846,873,Modern
Romeisha,6,,6,Modern
Romeka,77,,77,Modern
Romel,,1643,1643,Modern
Romelda,10,,10,Modern
Romelia,612,,612,Modern
Romelio,,10,10,Modern
Romell,12,967,979,Modern
Romella,5,,5,Modern
Romelle,30,103,133,Modern
Romello,,1159,1159,Modern
Romellow,,10,10,Modern
Romelo,,356,356,Modern
Romen,,167,167,Modern
Romeo,,7064,7064,Modern
Romer,,5,5,Modern
Romere,,5,5,Modern
Romero,,1126,1126,Modern
Romesha,79,,79,Modern
Romeshia,13,,13,Modern
Romey,43,47,90,Modern
Romi,394,19,413,Modern
Romiah,5,,5,Modern
Romie,131,340,471,Modern
Romika,27,,27,Modern
Romil,,23,23,Modern
Romin,,62,62,Modern
Romina,1469,,1469,Modern
Romio,,13,13,Modern
Romir,,64,64,Modern
Romita,6,,6,Modern
Romiya,12,,12,Modern
Rommel,,1080,1080,Modern
Rommell,,46,46,Modern
Rommie,,150,150,Modern
Rommy,9,30,39,Modern
Romney,48,166,214,Modern
Romolo,,17,17,Modern
Romon,,313,313,Modern
Romona,1981,,1981,Modern
Romond,,66,66,Modern
Romonda,101,,101,Modern
Romondo,,28,28,Modern
Romone,,181,181,Modern
Romonia,69,,69,Modern
Romonica,37,,37,Modern
Romuald,,5,5,Modern
Romualdo,,290,290,Modern
Romulo,,490,490,Modern
Romulus,,125,125,Modern
Romunda,54,,54,Modern
Romy,1187,161,1348,Modern
Romya,16,,16,Modern
Romyn,,8,8,Modern
Ron,70,19517,19587,Modern
Rona,2450,,2450,Modern
Ronada,36,,36,Modern
Ronae,147,,147,Modern
Ronak,6,710,716,Modern
Ronal,,608,608,Modern
Ronald,1748,328300,330048,Modern
Ronalda,162,,162,Modern
Ronaldinho,,24,24,Modern
Ronaldino,,5,5,Modern
Ronaldo,,3581,3581,Modern
Ronalee,100,,100,Modern
Ronalyn,38,,38,Modern
Ronan,20,3361,3381,Modern
Ronasia,82,,82,Modern
Ronata,39,,39,Modern
Ronav,,14,14,Modern
Ronaya,5,,5,Modern
Ronda,23959,123,24082,Modern
Rondal,,575,575,Modern
Rondald,,11,11,Modern
Rondale,,462,462,Modern
Rondall,,351,351,Modern
Rondalyn,111,,111,Modern
Rondarious,,15,15,Modern
Rondarius,,182,182,Modern
Ronde,,14,14,Modern
Rondee,5,,5,Modern
Rondel,,255,255,Modern
Rondell,67,2083,2150,Modern
Rondella,6,,6,Modern
Rondelle,13,6,19,Modern
Ronderick,,5,5,Modern
Rondey,,185,185,Modern
Rondez,,5,5,Modern
Rondi,332,7,339,Modern
Rondia,71,,71,Modern
Rondie,5,5,10,Modern
Rondle,,16,16,Modern
Rondo,,17,17,Modern
Rondre,,30,30,Modern
Rondrick,,72,72,Modern
Rondy,,241,241,Modern
Rone,,10,10,Modern
Ronea,20,,20,Modern
Roneal,,5,5,Modern
Ronecia,36,,36,Modern
Ronee,348,,348,Modern
Roneesha,15,,15,Modern
Roneika,5,,5,Modern
Roneil,,5,5,Modern
Roneisha,573,,573,Modern
Roneka,134,,134,Modern
Ronekia,5,,5,Modern
Ronel,6,328,334,Modern
Ronell,236,1246,1482,Modern
Ronella,10,,10,Modern
Ronelle,419,69,488,Modern
Ronen,,257,257,Modern
Ronesha,773,,773,Modern
Roneshia,257,,257,Modern
Ronesia,15,,15,Modern
Ronessa,7,,7,Modern
Ronetta,567,,567,Modern
Ronette,791,,791,Modern
Roney,,360,360,Modern
Roni,3016,546,3562,Modern
Ronia,142,,142,Modern
Roniah,10,,10,Modern
Ronica,1181,,1181,Modern
Ronice,41,,41,Modern
Ronicia,27,,27,Modern
Ronicka,11,,11,Modern
Ronie,156,149,305,Modern
Roniece,28,,28,Modern
Roniel,,39,39,Modern
Roniesha,178,,178,Modern
Ronika,478,,478,Modern
Ronil,,5,5,Modern
Ronin,16,1201,1217,Modern
Roniqua,67,,67,Modern
Ronique,329,10,339,Modern
Ronise,24,,24,Modern
Ronisha,1389,,1389,Modern
Ronishia,10,,10,Modern
Ronisue,13,,13,Modern
Ronit,328,285,613,Modern
Ronita,555,,555,Modern
Ronith,,59,59,Modern
Roniya,115,,115,Modern
Roniyah,107,,107,Modern
Ronja,16,,16,Modern
Ronke,5,,5,Modern
Ronld,,5,5,Modern
Ronmel,,5,5,Modern
Ronn,,392,392,Modern
Ronna,2131,,2131,Modern
Ronnae,94,,94,Modern
Ronnal,,5,5,Modern
Ronnald,,159,159,Modern
Ronnasia,11,,11,Modern
Ronnay,5,,5,Modern
Ronnda,6,,6,Modern
Ronne,26,6,32,Modern
Ronnee,10,,10,Modern
Ronneisha,74,,74,Modern
Ronneka,22,,22,Modern
Ronnel,,217,217,Modern
Ronnell,160,1899,2059,Modern
Ronnella,5,,5,Modern
Ronnelle,11,7,18,Modern
Ronnesha,259,,259,Modern
Ronneshia,28,,28,Modern
Ronnet,5,,5,Modern
Ronnett,61,,61,Modern
Ronnetta,337,,337,Modern
Ronnette,665,,665,Modern
Ronney,,679,679,Modern
Ronni,2194,43,2237,Modern
Ronnia,19,,19,Modern
Ronnica,134,,134,Modern
Ronnice,8,,8,Modern
Ronnie,2991,70566,73557,Modern
Ronniece,5,,5,Modern
Ronniesha,116,,116,Modern
Ronnika,135,,135,Modern
Ronnisha,364,,364,Modern
Ronnita,103,,103,Modern
Ronniya,5,,5,Modern
Ronny,338,6187,6525,Modern
Ronold,,191,191,Modern
Ronon,,6,6,Modern
Ronreaco,,11,11,Modern
Ronreco,,5,5,Modern
Ronrico,,194,194,Modern
Ronshay,5,,5,Modern
Ronson,,299,299,Modern
Ronta,,12,12,Modern
Rontae,,59,59,Modern
Rontarius,,5,5,Modern
Rontasia,5,,5,Modern
Rontavia,5,,5,Modern
Rontavious,,144,144,Modern
Rontavis,,5,5,Modern
Rontavius,,51,51,Modern
Ronte,,109,109,Modern
Rontez,,42,42,Modern
Rontrell,,169,169,Modern
Rony,,1264,1264,Modern
Ronya,234,,234,Modern
Ronyae,17,,17,Modern
Ronzel,,5,5,Modern
Ronzell,,87,87,Modern
Roody,,22,22,Modern
Rook,,55,55,Modern
Rooney,,166,166,Modern
Roopa,48,,48,Modern
Roopal,5,,5,Modern
Rooseve,,5,5,Modern
Roosevelt,44,8481,8525,Modern
Roosvelt,,35,35,Modern
Roozbeh,,16,16,Modern
Rope,,34,34,Modern
Roper,,171,171,Modern
Roquan,,21,21,Modern
Roque,,1534,1534,Modern
Roquel,68,,68,Modern
Roran,,14,14,Modern
Roree,18,,18,Modern
Rorey,13,68,81,Modern
Rori,1246,12,1258,Modern
Roric,,5,5,Modern
Rorie,333,,333,Modern
Rorik,,7,7,Modern
Rorrie,6,,6,Modern
Rorry,,16,16,Modern
Rory,3323,15638,18961,Modern
Rosa,55294,448,55742,Modern
Rosaangelica,10,,10,Modern
Rosabel,161,,161,Modern
Rosabella,153,,153,Modern
Rosabelle,62,,62,Modern
Rosaelena,63,,63,Modern
Rosaelia,28,,28,Modern
Rosaicela,16,,16,Modern
Rosaida,22,,22,Modern
Rosaisela,397,,397,Modern
Rosaland,219,,219,Modern
Rosalba,2388,,2388,Modern
Rosalea,56,,56,Modern
Rosalee,1833,,1833,Modern
Rosaleen,256,,256,Modern
Rosaleigh,47,,47,Modern
Rosalena,80,,80,Modern
Rosalene,10,,10,Modern
Rosali,55,,55,Modern
Rosalia,3501,,3501,Modern
Rosalie,9501,,9501,Modern
Rosalin,368,,368,Modern
Rosalina,1812,,1812,Modern
Rosalind,8729,,8729,Modern
Rosalinda,9739,5,9744,Modern
Rosalinde,7,,7,Modern
Rosaline,758,,758,Modern
Rosalino,,10,10,Modern
Rosalio,5,1000,1005,Modern
Rosalita,57,,57,Modern
Rosaliz,5,,5,Modern
Rosalua,15,,15,Modern
Rosalva,1712,,1712,Modern
Rosaly,214,,214,Modern
Rosalyn,8148,,8148,Modern
Rosalynd,53,,53,Modern
Rosalynda,40,,40,Modern
Rosalyne,16,,16,Modern
Rosalynn,1291,,1291,Modern
Rosalynne,6,,6,Modern
Rosamaria,1653,,1653,Modern
Rosamarie,33,,33,Modern
Rosamary,44,,44,Modern
Rosamond,177,,177,Modern
Rosan,21,,21,Modern
Rosana,1701,,1701,Modern
Rosandra,5,,5,Modern
Rosane,5,,5,Modern
Rosangel,44,,44,Modern
Rosangela,322,,322,Modern
Rosangelica,150,,150,Modern
Rosann,751,,751,Modern
Rosanna,8202,6,8208,Modern
Rosanne,4534,,4534,Modern
Rosanny,12,,12,Modern
Rosaria,784,,784,Modern
Rosario,6442,1879,8321,Modern
Rosary,117,,117,Modern
Rosaura,1827,,1827,Modern
Rosaysela,7,,7,Modern
Rosbel,,72,72,Modern
Roschell,34,,34,Modern
Roschelle,182,,182,Modern
Rosco,,176,176,Modern
Roscoe,,3024,3024,Modern
Rose,66201,290,66491,Modern
Rosea,17,,17,Modern
Rosealee,10,,10,Modern
Rosean,5,21,26,Modern
Roseana,52,,52,Modern
Roseangela,5,,5,Modern
Roseann,5389,,5389,Modern
Roseanna,2838,,2838,Modern
Roseanne,3169,,3169,Modern
Rosebud,5,,5,Modern
Rosel,6,,6,Modern
Rosela,18,,18,Modern
Roseland,39,,39,Modern
Roselani,25,,25,Modern
Roselee,191,,191,Modern
Roselena,22,,22,Modern
Roseli,5,,5,Modern
Roselia,381,,381,Modern
Roselie,135,,135,Modern
Roselin,405,,405,Modern
Roselina,33,,33,Modern
Roselind,135,,135,Modern
Roselinda,108,,108,Modern
Roseline,345,,345,Modern
Roselio,,12,12,Modern
Rosella,1385,,1385,Modern
Roselle,466,,466,Modern
Rosellen,124,,124,Modern
Rosely,112,,112,Modern
Roselyn,4412,,4412,Modern
Roselyne,53,,53,Modern
Roselynn,744,,744,Modern
Roselynne,18,,18,Modern
Rosemaire,6,,6,Modern
Rosemari,13,,13,Modern
Rosemaria,102,,102,Modern
Rosemarie,13558,,13558,Modern
Rosemary,31208,86,31294,Modern
Rosemery,12,,12,Modern
Rosemond,13,8,21,Modern
Rosena,182,,182,Modern
Rosenda,417,,417,Modern
Rosendo,,2994,2994,Modern
Rosene,116,,116,Modern
Rosenna,5,,5,Modern
Rosetta,4467,,4467,Modern
Rosette,357,,357,Modern
Rosevelt,,194,194,Modern
Rosey,217,,217,Modern
Rosezanna,6,,6,Modern
Rosezella,10,,10,Modern
Rosezetta,28,,28,Modern
Rosezina,5,,5,Modern
Rosh,,5,5,Modern
Rosha,65,,65,Modern
Roshaad,,5,5,Modern
Roshad,,219,219,Modern
Roshae,8,,8,Modern
Roshan,118,1087,1205,Modern
Roshana,125,,125,Modern
Roshanda,1163,,1163,Modern
Roshandra,34,,34,Modern
Roshane,,13,13,Modern
Roshani,40,,40,Modern
Roshanna,167,,167,Modern
Roshanta,5,,5,Modern
Roshard,,122,122,Modern
Roshaud,,16,16,Modern
Roshaun,55,336,391,Modern
Roshaunda,166,,166,Modern
Roshawn,422,784,1206,Modern
Roshawna,61,,61,Modern
Roshawnda,272,,272,Modern
Roshay,5,,5,Modern
Roshea,10,,10,Modern
Rosheda,44,,44,Modern
Rosheen,,6,6,Modern
Rosheena,36,,36,Modern
Rosheka,11,,11,Modern
Roshell,543,12,555,Modern
Roshelle,796,,796,Modern
Roshena,22,,22,Modern
Roshida,15,,15,Modern
Roshika,5,,5,Modern
Roshina,5,,5,Modern
Roshini,50,,50,Modern
Roshni,835,,835,Modern
Roshod,,22,22,Modern
Roshon,60,155,215,Modern
Roshonda,1069,,1069,Modern
Roshondra,14,,14,Modern
Roshonna,5,,5,Modern
Roshun,15,65,80,Modern
Roshunda,589,,589,Modern
Roshundra,34,,34,Modern
Rosi,252,,252,Modern
Rosia,197,,197,Modern
Rosibel,214,,214,Modern
Rosicela,24,,24,Modern
Rosie,9923,13,9936,Modern
Rosiland,364,,364,Modern
Rosilind,11,,11,Modern
Rosilyn,236,,236,Modern
Rosina,1213,,1213,Modern
Rosine,5,,5,Modern
Rosio,2399,19,2418,Modern
Rosisela,14,,14,Modern
Rosita,2893,,2893,Modern
Rosland,226,,226,Modern
Roslin,82,,82,Modern
Roslind,101,,101,Modern
Roslyn,5417,,5417,Modern
Roslynn,631,,631,Modern
Rosmarie,12,,12,Modern
Rosmary,15,,15,Modern
Rosmeri,25,,25,Modern
Rosmery,140,,140,Modern
Rosolino,,5,5,Modern
Rosolyn,5,,5,Modern
Rosonda,5,,5,Modern
Ross,216,46183,46399,Modern
Rossalyn,27,,27,Modern
Rossana,708,,708,Modern
Rossanna,37,,37,Modern
Rossano,,8,8,Modern
Rosse,18,,18,Modern
Rosselin,17,,17,Modern
Rossella,17,,17,Modern
Rosselyn,148,,148,Modern
Rossetta,5,,5,Modern
Rossi,110,201,311,Modern
Rossie,145,104,249,Modern
Rosslyn,303,,303,Modern
Rosslynn,5,,5,Modern
Rossmary,5,,5,Modern
Rosston,,5,5,Modern
Rossy,336,,336,Modern
Roston,,34,34,Modern
Roswell,,174,174,Modern
Rosy,867,,867,Modern
Rosylin,5,,5,Modern
Rosyln,22,,22,Modern
Rotasha,42,,42,Modern
Rotem,42,,42,Modern
Roth,,187,187,Modern
Rotha,,6,6,Modern
Rothana,5,6,11,Modern
Rotimi,,5,5,Modern
Rotisha,5,,5,Modern
Rotonda,48,,48,Modern
Rotonia,5,,5,Modern
Rotonya,8,,8,Modern
Rotunda,104,,104,Modern
Roua,5,,5,Modern
Rouchelle,5,,5,Modern
Roudy,,21,21,Modern
Roula,41,,41,Modern
Rounak,,6,6,Modern
Rourke,,143,143,Modern
Rovena,21,,21,Modern
Roverto,,76,76,Modern
Rovin,,6,6,Modern
Rovon,,5,5,Modern
Rowan,4983,5562,10545,Modern
Rowdie,,5,5,Modern
Rowdy,5,2283,2288,Modern
Rowe,,12,12,Modern
Rowell,,38,38,Modern
Rowen,373,738,1111,Modern
Rowena,2095,,2095,Modern
Rowin,,17,17,Modern
Rowland,,904,904,Modern
Rowley,,6,6,Modern
Rowyn,251,51,302,Modern
Rowynn,29,,29,Modern
Rox,83,,83,Modern
Roxan,257,,257,Modern
Roxana,8652,26,8678,Modern
Roxane,2820,,2820,Modern
Roxann,4611,,4611,Modern
Roxanna,8306,7,8313,Modern
Roxanne,35306,45,35351,Modern
Roxas,,9,9,Modern
Roxeann,6,,6,Modern
Roxeanne,5,,5,Modern
Roxene,10,,10,Modern
Roxette,29,,29,Modern
Roxi,154,,154,Modern
Roxianne,16,,16,Modern
Roxie,2658,,2658,Modern
Roxine,23,,23,Modern
Roxsana,55,,55,Modern
Roxsand,5,,5,Modern
Roxsanne,16,,16,Modern
Roxxane,5,,5,Modern
Roxxanne,42,,42,Modern
Roxxi,5,,5,Modern
Roxy,1296,,1296,Modern
Roy,547,85134,85681,Modern
Roya,863,,863,Modern
Royal,298,2840,3138,Modern
Royale,176,153,329,Modern
Royalty,73,11,84,Modern
Royan,,5,5,Modern
Royann,15,,15,Modern
Royanna,5,,5,Modern
Royanne,26,,26,Modern
Royce,477,9302,9779,Modern
Royd,,45,45,Modern
Royden,,229,229,Modern
Roye,,5,5,Modern
Royel,,6,6,Modern
Royelle,5,,5,Modern
Royer,,137,137,Modern
Royesha,6,,6,Modern
Royetta,30,,30,Modern
Royle,,5,5,Modern
Roylee,,58,58,Modern
Roylene,56,,56,Modern
Roynell,,20,20,Modern
Roynesha,6,,6,Modern
Royston,,72,72,Modern
Royzell,,18,18,Modern
Roz,5,,5,Modern
Roza,144,,144,Modern
Rozalia,21,,21,Modern
Rozalin,5,,5,Modern
Rozalind,10,,10,Modern
Rozalyn,381,,381,Modern
Rozalynn,92,,92,Modern
Rozana,23,,23,Modern
Rozann,30,,30,Modern
Rozanna,210,,210,Modern
Rozanne,300,,300,Modern
Rozell,,170,170,Modern
Rozella,179,,179,Modern
Rozelle,11,12,23,Modern
Rozelyn,7,,7,Modern
Rozena,85,,85,Modern
Rozeta,5,,5,Modern
Rozetta,145,,145,Modern
Rozina,138,,138,Modern
Rozita,18,,18,Modern
Rozlin,10,,10,Modern
Rozlyn,550,,550,Modern
Rozlynn,220,,220,Modern
Rpbert,,19,19,Modern
Rreanna,5,,5,Modern
Rreon,6,,6,Modern
Ruairi,,90,90,Modern
Rual,,10,10,Modern
Ruan,,21,21,Modern
Ruari,40,29,69,Modern
Ruark,,14,14,Modern
Ruba,309,,309,Modern
Rubab,17,,17,Modern
Ruban,,11,11,Modern
Rubbie,5,,5,Modern
Rubby,84,,84,Modern
Rube,,11,11,Modern
Rubee,49,,49,Modern
Rubel,,16,16,Modern
Ruben,446,70752,71198,Modern
Rubena,5,,5,Modern
Rubens,,71,71,Modern
Rubert,,31,31,Modern
Rubi,5804,14,5818,Modern
Rubia,31,,31,Modern
Rubiana,15,,15,Modern
Rubianna,5,,5,Modern
Rubicela,36,,36,Modern
Rubicelia,8,,8,Modern
Rubie,770,,770,Modern
Rubiel,,6,6,Modern
Rubin,10,2126,2136,Modern
Rubina,397,,397,Modern
Rubisela,20,,20,Modern
Rubit,19,,19,Modern
Rubith,24,,24,Modern
Ruby,54075,509,54584,Modern
Rubyann,96,,96,Modern
Rubyanne,6,,6,Modern
Rubye,137,,137,Modern
Rubyn,,5,5,Modern
Rucha,91,,91,Modern
Ruchama,121,,121,Modern
Ruchel,163,,163,Modern
Ruchelle,6,,6,Modern
Ruchi,358,,358,Modern
Ruchika,24,,24,Modern
Ruchir,,10,10,Modern
Ruchita,5,,5,Modern
Ruchoma,5,,5,Modern
Ruchy,100,,100,Modern
Rucker,,5,5,Modern
Ruddie,,5,5,Modern
Ruddy,5,354,359,Modern
Rudee,17,,17,Modern
Rudell,,71,71,Modern
Rudene,5,,5,Modern
Rudhra,,6,6,Modern
Rudi,346,504,850,Modern
Rudie,47,28,75,Modern
Rudine,7,,7,Modern
Rudis,,27,27,Modern
Rudolf,,679,679,Modern
Rudolfo,,1043,1043,Modern
Rudolph,11,8591,8602,Modern
Rudolpho,,211,211,Modern
Rudra,6,214,220,Modern
Rudy,540,24295,24835,Modern
Rudyard,,16,16,Modern
Rue,24,5,29,Modern
Rueben,,2311,2311,Modern
Ruel,,413,413,Modern
Ruffin,,85,85,Modern
Ruffus,,8,8,Modern
Rufina,267,,267,Modern
Rufino,,854,854,Modern
Rufus,10,5839,5849,Modern
Rugayyah,5,,5,Modern
Ruger,,334,334,Modern
Rugiatu,5,,5,Modern
Ruhaan,,25,25,Modern
Ruhama,7,,7,Modern
Ruhan,,45,45,Modern
Ruhani,11,,11,Modern
Ruhee,19,,19,Modern
Ruhi,262,,262,Modern
Ruhika,5,,5,Modern
Rui,5,438,443,Modern
Ruiz,,5,5,Modern
Rujul,,5,5,Modern
Rujuta,5,,5,Modern
Rukaiyah,5,,5,Modern
Rukaya,19,,19,Modern
Rukayat,11,,11,Modern
